12,1315,74
"PInf_Ireland"
"Ind","Pop","D13","","","Pi4B","","","PiG11","","","Pi04","","","Pi63","","","Pi70","","","SSR2","","","SSR3","","","SSR4","","","SSR6","","","SSR8","","","SSR11","",""
"742_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"743_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"744_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"747_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"748_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"749_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"750_2018","50_6A1_2018",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"751_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"752_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"753_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"754_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"755_2018","50_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"756_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"757_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"758_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"760_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"761_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"762_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"763_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"764_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"765_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"766_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"767_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"768_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"769_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"770_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"771_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"772_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"773_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"774_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"775_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"776_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"777_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"778_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"779_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"780_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"781_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"782_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"783_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"784_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"785_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"786_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"787_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"788_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"789_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"790_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"791_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"792_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"793_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"794_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"795_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"796_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"797_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"798_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"799_2018","50_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"800_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"801_2018","50_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"802_2018","100_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"803_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"804_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"805_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"806_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"807_2018","50_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"808_2018","50_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"809_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"810_2018","BM_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"811_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"812_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"813_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"814_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"815_2018","100_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"816_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"817_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"818_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"819_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"820_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"821_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"822_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"823_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"824_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"825_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"826_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"827_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"828_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"829_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"830_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"831_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"832_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"833_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"834_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"835_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"836_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"837_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"838_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"839_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"840_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"841_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"842_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"843_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"844_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"845_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"846_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"847_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"848_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"849_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"850_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"851_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"852_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"853_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"854_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"855_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"856_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"857_2018","0_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"858_2018","100_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"859_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"860_2018","100_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"861_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"862_2018","MIR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"863_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"864_2018","MIR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"865_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"866_2018","MIR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"867_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"868_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"869_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"870_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"871_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"872_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"873_2018","BM_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"874_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"875_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"876_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"877_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"878_2018","MIR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"879_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"880_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"881_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"882_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"883_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"884_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"885_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"886_2018","100_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"887_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"888_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"889_2018","100_13A2_2018",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"890_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"891_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"892_2018","50_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"893_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"894_2018","100_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"895_2018","0_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"896_2018","100_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"897_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"898_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"899_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"900_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"901_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
