12,1315,74
"PInf_Ireland"
"Ind","Pop","D13","","","Pi4B","","","PiG11","","","Pi04","","","Pi63","","","Pi70","","","SSR2","","","SSR3","","","SSR4","","","SSR6","","","SSR8","","","SSR11","",""
"902_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"903_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"904_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"905_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"906_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"907_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"908_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"909_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"910_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"911_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"912_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"913_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"914_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"915_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"916_2018","BM_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"917_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"918_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"919_2018","0_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"920_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"921_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"922_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"923_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"924_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"925_2018","50_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"926_2018","0_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"927_2018","100_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"928_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"929_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"930_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"931_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"932_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"933_2018","50_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"934_2018","MIR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"935_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"936_2018","IR_13A2_2018",136,172,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,292,294,240,244,0,260,266,0,341,341,0
"937_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"938_2018","IR_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"939_2018","IR_8A1-1_2018",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"940_2018","0_8A1_2018",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"941_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"942_2018","MIR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"943_2018","BM_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"944_2018","IR_6A1_2018",0,0,0,213,217,0,160,160,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"945_2019","100_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"946_2019","100_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"947_2019","100_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"948_2019","100_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"949_2019","100_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"950_2019","BM_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"951_2019","BM_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"952_2019","BM_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"953_2019","BM_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"954_2019","BM_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"955_2019","BM_8A1-1_2019",118,136,0,205,213,0,166,166,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"956_2019","BM_8A1_2019",118,138,0,205,213,0,164,164,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"957_2019","BM_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"958_2019","50_8A1_2019",118,138,0,205,213,0,164,164,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"959_2019","50_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"960_2019","50_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"961_2019","50_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"962_2019","50_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"963_2019","50_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"964_2019","MIR_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"965_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"966_2019","MIR_8A1_2019",118,138,0,205,213,0,164,164,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"967_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"968_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"969_2019","MIR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"970_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"971_2019","MIR_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"972_2019","MIR_8A1_2019",118,138,0,205,213,0,164,164,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"973_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"974_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"975_2019","IR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"976_2019","IR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"977_2019","IR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"978_2019","IR_8A1_2019",118,138,0,205,213,0,164,164,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"979_2019","IR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"980_2019","IR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"981_2019","IR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"982_2019","IR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"983_2019","IR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"984_2019","IR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"985_2019","IR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"986_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"987_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"988_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"989_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"990_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"991_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"992_2019","0_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"993_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"994_2019","0_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"995_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"996_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"997_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"998_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"999_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1000_2019","IR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1001_2019","IR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1002_2019","IR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1003_2019","IR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1004_2019","IR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1005_2019","IR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1006_2019","IR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1007_2019","IR_8A1_2019",118,138,0,205,213,0,164,164,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1008_2019","IR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1009_2019","50_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1010_2019","50_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1011_2019","50_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1012_2019","50_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1013_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1014_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1015_2019","MIR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1016_2019","MIR_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1017_2019","MIR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1018_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1019_2019","MIR_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1020_2019","MIR_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1021_2019","100_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1022_2019","100_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1023_2019","100_8A1_2019",118,138,0,205,213,0,164,164,0,166,170,0,279,279,0,192,192,0,173,175,0,268,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1024_2019","BM_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1025_2019","BM_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1026_2019","BM_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1027_2019","BM_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"1028_2019","BM_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"1029_2019","BM_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"1030_2019","BM_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1031_2019","BM_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1032_2019","BM_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1033_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1034_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1035_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1036_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1037_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1038_2019","0_13A2_2019",136,148,0,205,213,0,154,160,0,166,170,0,273,279,0,192,192,0,173,173,0,266,268,0,284,294,296,240,244,0,260,266,0,341,341,0
"1039_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1040_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1041_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1042_2019","0_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1043_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1044_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1045_2019","0_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
"1046_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1047_2019","0_8A1_2019",118,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,268,268,0,288,294,296,242,244,0,260,266,0,331,341,0
"1048_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1049_2019","0_8A1_2019",122,136,0,205,217,0,162,162,0,166,170,0,273,279,0,192,192,0,175,175,0,262,268,0,288,292,294,242,244,0,260,266,0,331,341,0
"1050_2019","0_6A1_2019",0,0,0,213,217,0,162,162,0,166,170,0,273,279,0,192,195,0,173,175,0,258,266,268,284,292,296,244,244,0,260,266,0,341,355,0
